state,city,population,lat,lng,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
ND,West Fargo,35708.0,46.8573,-96.9057,69549.0,7.1,95.6,93.5,2.0,1.0,1.4,1.8
ND,Wood Lake,547.0,,,,,,,,,,
NE,Arnold,576.0,41.4232,-100.1936,37614.0,13.9,95.2,98.5,0.2,0.0,0.0,1.8
NE,Big Springs,390.0,41.061,-102.0745,46250.0,18.1,86.3,94.5,0.0,0.8,0.0,8.0
NE,Blair,7943.0,41.5417,-96.1361,46790.0,16.3,95.6,96.4,0.8,0.3,0.3,2.9
NE,Grand Island,53424.0,40.9214,-98.3584,46831.0,17.0,81.0,80.0,2.1,1.0,1.2,26.7
NE,Lincoln,285118.0,40.8088,-96.6796,49840.0,15.9,93.1,86.0,3.8,0.8,3.8,6.3
NE,Louisville,1261.0,40.9975,-96.1612,51806.0,4.4,91.5,96.7,0.5,0.5,0.1,1.4
NE,Omaha,827786.0,41.2628,-96.0498,49896.0,16.7,88.0,73.1,13.7,0.8,2.4,13.1
NE,Rushville,873.0,42.7134,-102.4666,34911.0,15.4,86.8,73.8,0.6,21.9,0.1,6.1
NE,Sidney,6244.0,41.134,-102.9681,54242.0,13.5,93.6,92.3,0.2,0.8,2.3,7.4
NE,South Sioux City,12911.0,42.4627,-96.4126,44784.0,21.7,67.3,62.7,4.7,3.0,2.9,45.3
NE,York,7726.0,40.8698,-97.5943,47865.0,13.1,93.9,94.9,1.0,0.3,0.7,4.4
NH,Bath,1093.0,,,,,,,,,,
NH,Belmont,7333.0,,,60625.0,5.6,75.3,96.1,0.6,0.1,0.5,1.5
NH,Canaan,3899.0,,,46250.0,19.0,98.4,94.1,0.0,0.2,3.1,1.5
NH,Claremont,9330.0,43.379,-72.3368,45859.0,14.1,87.2,95.9,0.6,0.3,0.9,1.3
NH,Derry,33485.0,,,58302.0,8.0,94.4,94.2,1.0,0.3,1.6,3.6
NH,Epping,7036.0,,,50438.0,9.5,80.8,96.7,0.2,0.1,1.0,1.2
NH,Gonic,4178.0,,,,,,,,,,
NH,Hampton,15495.0,,,66277.5,10.05,96.05,95.94999999999999,0.55,0.2,1.0499999999999998,1.7000000000000002
NH,Manchester,160742.0,42.9848,-71.4447,54282.0,15.0,87.4,86.1,4.1,0.3,3.7,8.1
NH,Merrimack,26490.0,,,,,,,,,,
NH,Newton,4928.0,,,,,,,,,,
NH,Peterborough,6688.0,,,41101.0,6.6,97.6,96.3,0.5,0.1,1.8,1.4
NJ,Asbury Park,15767.0,40.2226,-74.0117,32755.0,31.9,82.0,36.5,51.3,0.5,0.5,25.5
NJ,Atlantic City,241363.0,39.3797,-74.4527,25737.0,36.9,69.6,26.7,38.3,0.6,15.6,30.4
NJ,Bass River,1416.0,,,,,,,,,,
NJ,Bloomfield,49973.0,,,,,,,,,,
NJ,Bloomingdale,8242.0,41.03,-74.3319,75781.0,3.1,92.4,92.0,1.1,0.2,2.5,9.3
NJ,Brick,76100.0,,,,,,,,,,
NJ,Brick Township,4178.0,,,,,,,,,,
NJ,Bridgeton,33856.0,39.4286,-75.2281,36208.0,32.0,61.5,32.6,35.5,1.4,0.6,43.6
NJ,Byram,7932.0,,,64500.0,0.0,64.3,96.7,0.0,0.0,0.0,3.3
NJ,Camden,74532.0,39.9362,-75.1073,25042.0,39.9,67.6,17.6,48.1,0.8,2.1,47.0
NJ,Cranbury Township,4178.0,,,,,,,,,,
NJ,Deptford,30349.0,,,,,,,,,,
NJ,Farmingdale,1298.0,40.1983,-74.17,61101.0,14.7,95.8,89.6,2.9,0.5,3.2,6.9
NJ,Hackensack,45248.0,40.889,-74.0461,55289.0,15.8,86.6,46.7,24.4,0.6,10.3,35.3
NJ,Hamilton,56405.5,,,107051.0,1.2,94.4,92.8,1.7,0.1,3.6,3.8
NJ,Hardwick,1619.0,,,,,,,,,,
NJ,Ideal Beach,4178.0,,,,,,,,,,
NJ,Irvington,54312.0,,,,,,,,,,
NJ,Jersey City,270753.0,40.7161,-74.0683,59537.0,19.3,85.5,32.7,25.8,0.5,23.7,27.6
NJ,Little Egg Harbor,21712.0,,,,,,,,,,
NJ,Little Egg Harbor Township,4178.0,,,,,,,,,,
NJ,Logan Township,4178.0,,,,,,,,,,
NJ,Lyndhurst,22918.0,,,,,,,,,,
NJ,Manchester,43723.0,,,,,,,,,,
NJ,Mantoloking,257.0,40.0434,-74.0512,126250.0,2.5,97.4,94.9,1.7,0.3,0.3,2.4
NJ,Maurice River,5949.0,,,,,,,,,,
NJ,Millville,27918.0,39.3903,-75.0561,49133.0,17.5,86.7,69.0,19.8,0.9,1.2,14.9
NJ,Morris Township,4178.0,,,,,,,,,,
NJ,New Brunswick,57073.0,40.487,-74.445,38435.0,34.7,61.6,45.4,16.0,0.9,7.6,49.9
NJ,Newark,285154.0,40.7245,-74.1725,33139.0,29.7,72.3,26.3,52.4,0.6,1.6,33.8
NJ,North Bergen,60666.0,,,,,,,,,,
NJ,Old Bridge,65590.0,,,99422.0,3.3,92.0,79.6,4.4,0.2,11.1,11.0
NJ,Orange,4178.0,,,,,,,,,,
NJ,Passaic,71247.0,40.8574,-74.1282,31832.0,31.6,65.7,45.1,10.6,1.1,4.4,71.0
NJ,Paterson,148678.0,40.9147,-74.1624,32915.0,29.1,71.4,34.7,31.7,1.1,3.3,57.6
NJ,Pemberton,1340.0,39.9715,-74.6855,61271.0,10.100000000000001,90.3,59.7,27.25,0.2,3.45,14.4
NJ,Princeton,31822.0,40.3563,-74.6693,114645.0,4.9,94.9,72.1,6.4,0.2,18.6,7.7
NJ,Secaucus,20215.0,40.781,-74.0659,86061.0,7.5,87.1,68.4,4.1,0.2,20.4,18.6
NJ,Toms River,94108.0,,,72196.0,6.1,91.9,89.7,2.8,0.2,3.7,8.0
NJ,Trenton,296869.0,40.2236,-74.7641,34257.0,28.3,71.0,26.6,52.0,0.7,1.2,33.7
NJ,Ventnor,4178.0,,,50978.0,14.2,88.0,75.8,4.3,0.5,8.7,18.0
NJ,Vineland,94734.0,39.4653,-74.9981,49453.0,16.9,76.4,67.0,14.2,0.7,1.7,38.0
NJ,Wayne,53369.0,,,,,,,,,,
NJ,Winslow,38629.0,,,,,,,,,,
NJ,Woodbridge,100145.0,,,79600.0,7.2,89.5,59.7,9.4,0.4,20.8,18.2
NM,Alamogordo,32745.0,32.8837,-105.9624,42517.0,20.5,88.8,76.8,5.4,1.4,1.7,30.5
NM,Albuquerque,758523.0,35.1053,-106.6464,47030.0,19.2,89.0,69.7,3.3,4.6,2.6,46.7
NM,Angel Fire,1089.0,36.3821,-105.2718,56645.0,7.4,96.0,87.7,0.4,0.9,0.9,17.4
NM,Artesia,13464.0,32.8492,-104.4275,50701.0,10.9,81.8,74.5,1.2,1.6,0.4,51.8
NM,Bernalillo,9638.0,35.3127,-106.5537,42775.0,18.9,80.1,63.2,0.9,5.3,0.5,69.8
NM,Carlsbad,32848.0,32.4013,-104.2388,51097.0,13.5,85.6,77.4,1.9,1.3,1.0,42.5
NM,Carrizozo,936.0,33.6433,-105.8411,22841.0,34.3,83.9,78.7,0.7,2.6,0.0,43.6
NM,Clovis,42875.0,34.4376,-103.1923,40721.0,22.2,81.8,68.5,6.9,1.1,1.4,41.8
NM,Crownpoint,2445.0,35.688,-108.1494,39250.0,31.6,82.5,5.0,0.4,92.4,0.7,1.1
NM,Deming,14228.0,32.2631,-107.7525,25844.0,33.1,66.3,76.6,1.5,1.3,0.6,68.6
NM,Edgewood,3892.0,35.1318,-106.2151,57386.0,7.7,97.2,85.6,1.0,3.0,0.9,23.7
NM,Eldorado,4178.0,,,70881.0,8.3,98.4,94.0,0.7,0.8,1.0,12.7
NM,Farmington,52555.0,36.7555,-108.1823,53766.0,16.5,86.5,62.8,1.0,22.2,0.6,22.4
NM,Fort Sumner,933.0,34.479,-104.2331,26016.0,29.3,83.9,82.9,0.1,0.6,0.0,54.6
NM,Gallup,23415.0,35.5183,-108.7423,46467.0,25.5,79.9,35.2,1.2,43.8,2.0,31.7
NM,Hanover,288.0,32.8149,-108.0897,,38.4,100.0,80.8,0.0,3.0,0.0,71.9
NM,Hobbs,40614.0,32.7282,-103.16,56905.0,16.5,72.7,73.0,6.1,1.3,0.6,53.7
NM,Jal,2069.0,32.1148,-103.19,51667.0,6.6,72.6,84.8,0.8,0.7,0.1,48.1
NM,Laguna Pueblo,4178.0,,,,,,,,,,
NM,Las Cruces,133988.0,32.3265,-106.7893,41330.0,24.4,85.5,75.3,2.4,1.7,1.6,56.8
NM,Los Lunas,66613.0,34.8115,-106.7803,52166.0,16.4,87.7,72.1,2.0,2.5,0.8,57.9
NM,Lovington,11743.0,32.9125,-103.3277,51450.0,19.7,64.5,66.9,2.4,1.5,0.4,64.3
NM,Meadowlake,4178.0,,,,,,,,,,
NM,Naschitti,392.0,36.0625,-108.68,36250.0,33.6,86.3,0.3,0.0,96.3,0.0,2.7
NM,Penasco,4178.0,,,,,,,,,,
NM,Pueblo of Laguna,4178.0,,,,,,,,,,
NM,Roswell,49119.0,33.373,-104.5294,39975.0,22.1,80.3,69.9,2.5,1.2,0.7,53.4
NM,Rowe,271.0,35.4922,-105.6715,46250.0,27.4,96.3,66.7,1.2,2.7,0.0,81.0
NM,Rudioso,4178.0,,,,,,,,,,
NM,Ruidoso,9269.0,33.3648,-105.6432,33875.5,22.1,80.25,79.45,0.7,4.1,0.44999999999999996,38.6
NM,San Rafael,892.0,35.0878,-107.8895,69103.0,2.3,81.1,54.8,0.4,2.3,0.5,72.3
NM,Santa Fe,110078.0,35.6619,-105.9819,50737.0,17.6,85.7,78.9,1.0,2.1,1.4,48.7
NM,Socorro,8383.0,34.0543,-106.9066,33359.0,30.2,72.1,80.7,1.5,3.9,2.1,54.0
NM,Sunland Park,17061.0,31.8194,-106.5943,28047.0,37.1,54.4,74.3,0.6,0.5,0.2,95.2
NM,Taos,13571.0,36.3871,-105.5803,30414.0,21.8,92.6,71.1,0.1,5.3,0.0,24.6
NM,Truth or Consequences,7274.0,33.1864,-107.2589,26877.0,25.9,82.2,85.7,0.6,1.9,0.5,28.2
NM,Tucumcari,4841.0,35.1701,-103.7042,24891.0,22.8,81.3,81.4,1.7,1.2,1.2,57.4
NM,Tularosa,2820.0,33.0753,-106.0175,30000.0,16.2,81.7,72.4,0.6,6.2,0.4,53.9
NV,Boulder City,14741.0,35.8407,-114.9257,56405.0,10.3,93.3,92.3,0.9,0.8,1.1,7.1
NV,Carson City,57525.0,39.1511,-119.7474,47668.0,16.8,86.8,81.1,1.9,2.4,2.1,21.3
NV,Elko,21178.0,40.8387,-115.7674,73843.0,10.6,84.2,78.9,1.0,3.3,1.4,26.4
NV,Gardnerville Ranchos,11103.0,38.8872,-119.7426,52179.0,15.7,94.5,87.4,0.5,2.8,1.1,12.8
NV,Henderson,302539.0,36.0146,-115.0362,63120.0,9.8,92.7,76.9,5.1,0.7,7.2,14.9
NV,Jean,4178.0,,,,,,,,,,
NV,Las Vegas,2073045.0,36.2333,-115.2654,50202.0,17.5,83.3,62.1,11.1,0.7,6.1,31.5
NV,Lovelock,1788.0,40.1789,-118.4773,34286.0,24.1,83.7,75.8,0.3,7.9,1.4,25.3
NV,Mercury,4178.0,,,,,,,,,,
NV,North Las Vegas,242975.0,36.288,-115.0901,52511.0,16.6,78.2,47.4,19.9,0.8,6.3,38.8
NV,Pahrump,35812.0,36.2411,-116.0176,41229.0,18.9,85.2,86.1,2.1,1.1,1.4,12.9
NV,Reno,433271.0,39.5497,-119.8483,47012.0,18.3,85.7,74.2,2.9,1.3,6.3,24.3
NV,Silver Springs,4786.0,39.3826,-119.2149,33780.0,22.8,81.4,89.0,0.3,2.0,0.9,7.4
NV,Spanish Springs,16458.0,39.6567,-119.6695,78604.0,4.5,92.4,89.3,1.3,1.3,2.1,10.7
NV,Sparks,100888.0,39.5729,-119.7157,52795.0,13.0,85.5,74.5,2.6,1.2,5.9,26.3
NV,Stead,4178.0,,,,,,,,,,
NV,Sunridge,4178.0,,,,,,,,,,
NV,Washoe,4178.0,,,78836.0,6.3,97.4,93.6,0.5,0.9,0.9,5.1
NV,West Wendover,5236.0,40.7407,-114.0783,43077.0,28.5,58.9,60.3,0.6,1.8,1.3,61.7
NV,Yerington,2990.0,38.9554,-119.1101,44792.0,18.7,72.9,80.2,0.6,6.8,0.6,18.8
NY,Albany,597270.0,42.6664,-73.7987,40949.0,26.8,89.6,57.0,30.8,0.3,5.0,8.6
NY,Ardsley,4589.0,41.0135,-73.8395,141447.0,1.6,94.0,77.9,2.4,0.0,16.8,6.5
NY,Arietta,274.0,,,,,,,,,,
NY,Beacon,14289.0,41.5036,-73.9655,65305.0,11.6,89.3,63.6,23.2,0.3,1.6,20.7
NY,Berne,2764.0,,,,,,,,,,
NY,Brentwood,63115.0,40.7839,-73.2522,70139.0,11.6,70.8,48.4,16.4,1.2,2.0,68.5
NY,Bronx,1455720.0,40.8501,-73.8662,,,,,,,,
NY,Brooklyn,2629150.0,40.6501,-73.9496,,,,,,,,
NY,Buffalo,926261.0,42.9017,-78.8487,31918.0,31.4,82.7,50.4,38.6,0.8,3.2,10.5
NY,Canandaigua,10289.0,42.8885,-77.2805,43185.0,15.4,93.8,95.1,1.8,0.3,0.7,2.0
NY,Cheektowaga,85884.0,,,48508.0,11.4,90.3,86.8,9.2,0.3,1.7,2.2
NY,Clarendon,3471.0,,,,,,,,,,
NY,Coney Island,4178.0,,,,,,,,,,
NY,Constantia,4827.0,,,54261.0,3.2,88.2,97.8,0.1,0.7,0.2,0.7
NY,Deposit,1556.0,42.0634,-75.4224,30357.0,25.5,88.8,96.6,1.6,0.2,0.1,2.8
NY,East Northport,19465.0,40.8792,-73.3232,92899.0,4.8,95.1,93.1,0.8,0.0,2.8,6.7
NY,Edinburg,1213.0,,,,,,,,,,
NY,Elmira,64664.0,42.0938,-76.8097,35297.0,22.25,86.25,86.19999999999999,8.35,0.30000000000000004,0.8,2.8499999999999996
NY,Fredonia,10567.0,42.4407,-79.3319,47910.0,19.1,96.2,93.8,1.8,0.3,1.6,3.9
NY,Geneseo,8468.0,42.799,-77.8095,38051.0,41.5,88.4,88.8,2.3,0.2,5.3,3.9
NY,Glenville,29271.0,,,,,,,,,,
NY,Greece,95499.0,,,48028.0,8.4,91.8,88.2,5.4,0.3,2.4,5.4
NY,Greenport,2230.0,41.1031,-72.3669,56509.0,16.4,88.15,74.0,7.9,0.30000000000000004,0.7,24.7
NY,Horseheads,6460.0,42.1689,-76.8299,62874.0,7.3,96.5,94.45,1.7999999999999998,0.15000000000000002,2.0,1.55
NY,Islip,329610.0,,,97178.0,5.1,93.30000000000001,89.45,3.3,0.2,2.4,11.350000000000001
NY,Ithaca,55439.0,42.4442,-76.5032,30436.0,44.8,94.2,70.5,6.6,0.4,16.2,6.9
NY,Jamaica,4178.0,,,,,,,,,,
NY,Kirkwood,5479.0,,,,,,,,,,
NY,Lee,6369.0,,,,,,,,,,
NY,Malone,10391.0,44.849,-74.2889,36667.0,31.1,81.2,96.0,0.6,1.1,0.8,1.6
NY,Manhasset,7922.0,40.7884,-73.6943,114521.0,3.0,91.0,65.85,5.05,0.15000000000000002,25.2,7.300000000000001
NY,Manlius,4503.0,43.0017,-75.9819,71667.0,6.0,96.7,90.8,1.8,0.2,5.5,1.8
NY,Maspeth,4178.0,,,,,,,,,,
NY,Merrick,20679.0,40.6515,-73.5535,132225.0,3.3,96.8,93.4,1.2,0.1,2.8,5.9
NY,Middletown,57973.0,41.4458,-74.4228,50441.0,19.6,83.0,52.4,21.0,0.8,1.9,39.7
NY,Montgomery,4562.0,41.5216,-74.2388,77907.0,4.3,90.0,85.0,7.0,0.1,1.1,13.0
NY,Mount Vernon,68703.0,40.9136,-73.8291,50952.0,15.3,84.6,24.3,63.4,0.5,1.8,14.3
NY,New City,34338.0,41.1543,-73.9909,119528.0,4.5,93.7,78.7,6.4,0.2,10.3,9.0
NY,New Paltz,7031.0,41.7495,-74.0809,41421.0,31.5,94.4,80.5,6.4,0.3,6.0,11.1
NY,New Rochelle,79946.0,40.9305,-73.7836,70036.0,11.1,82.9,65.2,19.3,0.5,4.2,27.8
NY,New York,19354922.0,40.6943,-73.9249,53373.0,20.6,80.3,44.0,25.5,0.7,12.7,28.6
NY,New York Mills village,1000.0,40.6943,-73.9249,32383.0,18.2,95.2,95.6,1.4,0.2,1.6,2.3
NY,Newburgh,28363.0,41.5037,-74.0205,34348.0,34.2,70.1,39.4,30.2,1.7,1.0,47.9
NY,Oceanside,30710.0,40.6328,-73.6363,95690.0,5.5,94.3,92.2,1.3,0.1,2.7,9.2
NY,Pembroke,4135.0,,,,,,,,,,
NY,Port Jervis,16410.0,41.3782,-74.6909,41682.0,17.2,83.2,82.2,7.4,0.7,1.3,11.9
NY,Potsdam,9566.0,44.6699,-74.9831,36300.0,28.8,92.5,88.9,2.8,0.4,4.9,2.9
NY,Queens,2333054.0,40.7498,-73.7976,,,,,,,,
NY,Rochester,711998.0,43.168,-77.6162,30960.0,33.5,80.5,43.7,41.7,0.5,3.1,16.4
NY,Rotterdam,29973.0,,,60269.0,7.0,93.2,94.4,1.5,0.2,1.2,2.5
NY,Schenectady,65625.0,42.8025,-73.9276,40755.0,22.8,84.3,61.4,20.2,0.7,3.6,10.5
NY,Shirley,27186.0,40.7949,-72.8743,83569.0,9.8,87.7,81.5,7.2,0.4,2.6,17.2
NY,Sodus,2726.0,43.2371,-77.0628,43125.0,18.3,90.80000000000001,84.15,9.35,0.35,0.44999999999999996,5.85
NY,Stanfordville,4178.0,,,,,,,,,,
NY,Staten Island,476015.0,40.5834,-74.1496,,,,,,,,
NY,Syracuse,407259.0,43.0409,-76.1438,31881.0,34.8,80.2,56.0,29.5,1.1,5.5,8.3
NY,Tremont,4178.0,,,,,,,,,,
NY,Troy,49565.0,42.7354,-73.6751,38954.0,26.1,84.7,72.9,16.4,0.3,3.4,7.9
NY,Warwick,12254.0,41.2551,-74.355,66987.0,6.7,93.4,91.5,2.9,0.2,1.2,9.1
NY,Yonkers,202019.0,40.9466,-73.8674,59049.0,16.7,83.0,55.8,18.7,0.7,5.9,34.7
OH,Akron,565920.0,41.0798,-81.5219,34512.0,26.5,86.3,62.2,31.5,0.2,2.1,2.1
OH,Alliance,31758.0,40.9107,-81.1189,31914.0,25.4,84.5,84.6,10.5,0.2,0.8,1.9
OH,Apple Creek,1187.0,40.7486,-81.8334,50134.0,10.4,86.8,97.7,0.3,0.3,0.7,3.7
OH,Ashtabula,27840.0,41.8806,-80.7984,28265.0,34.8,80.9,82.0,8.9,0.4,0.3,9.3
OH,Ashtabula Township,4178.0,,,,,,,,,,
OH,Ashville,6297.0,39.7239,-82.9576,60904.0,13.2,89.5,96.7,1.0,0.4,0.3,1.4
OH,Barberton,26120.0,41.0094,-81.6037,37717.0,19.5,85.2,90.8,5.9,0.3,0.3,1.4
OH,Beverly,1318.0,39.55,-81.6362,33750.0,19.2,85.2,97.2,0.3,0.0,0.2,0.5
OH,Brooklyn,10792.0,41.4349,-81.7498,51327.0,9.3,89.45,89.44999999999999,3.2,0.4,2.8,6.45
OH,Brookville,5888.0,39.8393,-84.4176,44875.0,8.9,91.8,97.6,0.4,0.1,0.9,0.7
OH,Butler Township,4178.0,,,,,,,,,,
OH,Canton,271184.0,40.8076,-81.3678,29418.0,32.3,83.8,69.1,24.2,0.5,0.3,2.6
OH,Celina,11139.0,40.5551,-84.5628,41040.0,11.9,90.1,94.9,0.5,0.4,1.1,2.8
OH,Cincinnati,1648254.0,39.1412,-84.506,33604.0,30.5,85.8,49.3,44.8,0.3,1.8,2.8
OH,Circleville,15657.0,39.6063,-82.9334,39610.0,20.2,83.5,95.4,1.9,0.2,0.4,1.1
OH,Cleveland,1730363.0,41.4767,-81.6805,39582.0,27.75,85.6,43.55,47.9,0.25,2.9499999999999997,6.0
OH,Colebrook Township,4178.0,,,,,,,,,,
OH,Columbus,1528314.0,39.986,-82.9851,45659.0,21.7,88.5,61.5,28.0,0.3,4.1,5.6
OH,Columbus Grove village,1000.0,39.986,-82.9851,46354.0,8.7,96.3,94.2,0.8,0.6,0.2,4.8
OH,Crawford County,4178.0,,,,,,,,,,
OH,Dayton,718169.0,39.7797,-84.1998,27683.0,35.5,82.1,51.7,42.9,0.3,0.9,3.0
OH,Defiance,18519.0,41.281,-84.3659,44393.0,18.3,89.6,88.1,3.6,0.3,0.4,14.4
OH,Delaware,39267.0,40.2866,-83.0747,54367.0,9.3,93.7,90.6,4.5,0.2,1.4,2.5
OH,East Cleveland,17187.0,41.5318,-81.5795,19592.0,42.6,79.7,4.6,93.2,0.2,0.2,1.0
OH,Elyria,53883.0,41.3761,-82.1063,40952.0,22.2,87.2,78.1,15.5,0.3,0.8,4.9
OH,Englewood,13470.0,39.8643,-84.3071,55486.0,10.2,93.4,82.3,12.9,0.2,1.6,1.1
OH,Euclid,47201.0,41.5904,-81.5188,35487.0,20.9,88.7,43.8,52.6,0.2,0.7,1.6
OH,Fairborn,33541.0,39.801,-84.0094,41618.0,23.1,86.3,84.8,7.7,0.3,3.1,2.4
OH,Fairfield,42566.0,39.3301,-84.5405,49040.5,8.8,87.25,87.85,6.6000000000000005,0.25,1.2,3.3
OH,Fairview,80.0,40.0573,-81.235,40817.0,20.049999999999997,85.55000000000001,96.0,1.5,0.05,0.8,2.25
OH,Findlay,48582.0,41.0467,-83.6379,45134.0,19.2,90.6,91.2,2.2,0.3,2.5,5.7
OH,Franklin County,4178.0,,,,,,,,,,
OH,Franklinton,4178.0,,,,,,,,,,
OH,Geneva Township,4178.0,,,,,,,,,,
OH,Girard,9378.0,41.1666,-80.6963,38771.0,18.5,87.3,93.2,4.0,0.1,0.3,2.1
OH,Green,25747.0,40.9483,-81.4757,44010.5,9.850000000000001,92.15,96.05000000000001,0.6499999999999999,0.15000000000000002,0.7000000000000001,1.5
OH,Hamilton,62092.0,39.3938,-84.5652,40427.0,22.1,85.2,84.0,8.5,0.2,0.6,6.4
OH,Harrison Township,4178.0,,,,,,,,,,
OH,Hilltop,538.0,41.1627,-80.7408,46429.0,13.6,79.8,97.4,1.7,0.0,0.2,1.7
OH,Hockingport,171.0,39.1907,-81.7495,,20.6,44.3,98.1,1.4,0.0,0.0,0.0
OH,Howland Township,4178.0,,,,,,,,,,
OH,Hudson,22245.0,41.2399,-81.4408,124529.0,3.8,98.2,92.7,1.3,0.1,4.3,1.7
OH,Jasper,725.0,,,,,,,,,,
OH,Jeffersonville,1180.0,39.6522,-83.555,29441.0,27.0,79.8,92.3,4.2,0.2,0.2,1.9
OH,Kent,29915.0,41.149,-81.361,35619.0,35.1,93.0,83.1,9.6,0.2,3.7,2.2
OH,Kettering,55175.0,39.6957,-84.1496,50608.0,12.3,94.0,92.6,3.3,0.2,1.3,2.1
OH,Lancaster,44200.0,39.7249,-82.6049,36226.0,21.3,86.8,95.9,1.0,0.3,0.5,1.6
OH,Lima,69798.0,40.741,-84.1121,29922.0,32.4,83.5,67.1,26.4,0.3,0.5,3.7
OH,Madison Township,4178.0,,,,,,,,,,
OH,Mansfield,72635.0,40.7656,-82.5275,32148.0,26.2,82.6,73.3,22.1,0.2,0.7,1.9
OH,Martins Ferry,6659.0,40.1014,-80.7253,32236.0,23.9,88.3,91.6,5.6,0.3,0.1,0.7
OH,Medina,26190.0,41.1358,-81.8694,55370.0,12.5,94.1,93.3,3.1,0.1,0.9,1.8
OH,Miami Township,4178.0,,,,,,,,,,
OH,Montpelier,3809.0,41.5817,-84.5968,38860.0,19.5,83.2,96.2,0.1,0.5,1.4,3.4
OH,Moraine,6445.0,39.6983,-84.2459,46577.0,18.3,84.5,81.1,12.4,0.3,1.3,3.6
OH,Mt. Auburn,4178.0,,,,,,,,,,
OH,New Straitsville,711.0,39.5793,-82.2343,24625.0,36.1,77.5,95.7,0.4,0.0,0.0,0.7
OH,Niles,18473.0,41.1878,-80.7531,38365.0,20.9,88.5,93.1,3.5,0.2,0.7,1.3
OH,North Royalton,30294.0,41.3138,-81.7452,64745.0,5.8,94.0,94.6,1.1,0.1,2.7,1.6
OH,Northwood,5396.0,41.6089,-83.4836,53690.0,10.0,92.2,94.3,0.7,0.6,1.1,5.8
OH,Oak Hill,1518.0,38.8962,-82.5691,29963.0,34.2,87.4,97.5,0.5,0.2,0.3,0.3
OH,Parma,79167.0,41.3843,-81.7286,46952.0,11.6,90.1,92.05,2.55,0.2,2.45,3.7
OH,Perry Township,4178.0,,,,,,,,,,
OH,Pike County,4178.0,,,,,,,,,,
OH,Powatan Point,4178.0,,,,,,,,,,
OH,Richmond Heights,10417.0,41.5589,-81.5029,48272.0,10.6,91.8,48.5,44.9,0.1,4.3,1.8
OH,Rome,92.0,38.6657,-83.3793,,28.2,79.3,95.7,0.0,2.1,0.0,1.1
OH,Southington,3520.0,,,,,,,,,,
OH,Springfield,83286.0,39.9297,-83.7957,32066.0,29.0,82.4,75.2,18.1,0.3,0.8,3.0
OH,St. Clair Township,4178.0,,,,,,,,,,
OH,Steubenville,18003.0,40.3653,-80.652,33179.0,27.2,87.9,79.0,15.9,0.2,0.8,2.4
OH,Struthers,10254.0,41.051,-80.592,40119.0,17.5,90.4,94.3,2.9,0.2,0.2,3.1
OH,Sugarcreek,2212.0,40.5076,-81.6409,47899.0,4.2,82.2,97.8,0.1,0.1,0.1,1.5
OH,Sylvania Township,4178.0,,,,,,,,,,
OH,Tiffin,19091.0,41.1165,-83.1805,37798.0,19.9,88.9,93.9,2.6,0.2,1.0,3.1
OH,Toledo,488672.0,41.6639,-83.5822,33687.0,27.8,85.2,64.8,27.2,0.4,1.1,7.4
OH,Trotwood,24386.0,39.7927,-84.3165,32563.0,27.1,84.7,28.1,68.2,0.2,0.3,0.9
OH,Twinsburg,18959.0,41.322,-81.4451,71194.0,26.5,94.85,44.45,47.75,0.15000000000000002,3.0,1.4
OH,Union Township,4178.0,,,,,,,,,,
OH,Uniontown,3319.0,40.9736,-81.4045,60304.0,7.6,92.5,97.4,0.7,0.2,0.3,0.8
OH,Van Wert,10557.0,40.8653,-84.5873,37266.0,21.2,89.0,94.6,1.7,0.1,0.4,4.0
OH,Vandalia,15053.0,39.8791,-84.193,53732.0,9.7,91.6,91.5,4.1,0.1,1.4,1.6
OH,Wadsworth,23476.0,41.0279,-81.7324,58572.0,8.3,94.3,96.9,0.8,0.2,0.7,1.2
OH,Warren,39562.0,41.239,-80.8174,29376.0,35.0,84.3,67.7,27.7,0.2,0.4,1.9
OH,Washington Court House,15192.0,39.5383,-83.4279,35905.0,21.8,84.2,93.5,2.7,0.3,0.8,1.8
OH,Waverly,4309.0,39.1256,-82.9836,37273.0,18.3,83.9,96.2,1.0,0.3,0.4,0.8
OH,Westerville,39737.0,40.1241,-82.9209,82121.0,6.7,96.8,88.6,6.4,0.2,2.3,1.9
OH,Westlake,32297.0,41.4524,-81.9295,76449.0,4.6,96.0,91.2,1.6,0.1,4.9,2.5
OH,Whitehall,18913.0,39.9682,-82.8833,35476.0,22.8,79.5,58.8,29.3,0.5,1.5,9.9
OH,Willoughby,22860.0,41.646,-81.4084,54438.0,7.85,93.0,85.6,9.600000000000001,0.05,2.9,1.3
OH,Zanesville,41969.0,39.9567,-82.0133,26268.0,31.4,80.3,84.4,9.7,0.4,0.4,1.2
OK,Ada,17886.0,34.7686,-96.6689,35330.0,24.3,87.1,68.2,4.2,17.0,1.2,5.6
OK,Allen,930.0,34.8774,-96.413,38667.0,25.8,84.0,75.5,0.1,17.8,0.4,1.0
OK,Anadarko,5806.0,35.0652,-98.2441,30567.0,35.9,82.7,33.1,4.7,48.6,0.7,11.9
OK,Ardmore,21315.0,34.1943,-97.1253,42549.0,17.1,84.1,68.0,10.2,9.1,1.8,7.4
